age,gender,race,education,occupation,hours_per_week,capital_gain,capital_loss,predicted_label,true_label
28,Male,Asian-Pac-Islander,Some-college,Sales,33,0,0,0,0
38,Female,White,HS-grad,Craft-repair,56,0,0,0,0
43,Male,Black,HS-grad,Exec-managerial,32,0,0,0,0
21,Male,Black,Some-college,Adm-clerical,43,0,0,0,0
51,Female,White,Bachelors,Other-service,47,0,0,0,1
35,Female,Black,HS-grad,Sales,34,0,0,0,0
57,Female,White,HS-grad,Craft-repair,40,19051,0,0,0
52,Female,Asian-Pac-Islander,Bachelors,Prof-specialty,49,0,0,1,1
58,Male,White,HS-grad,Exec-managerial,32,0,0,0,0
46,Female,White,Some-college,Exec-managerial,56,0,0,0,0
46,Male,Black,Some-college,Adm-clerical,26,0,0,0,0
55,Male,White,Bachelors,Adm-clerical,59,0,2564,1,1
59,Female,White,Bachelors,Craft-repair,50,0,0,0,1
38,Male,White,HS-grad,Craft-repair,39,0,0,0,0
59,Female,White,Some-college,Exec-managerial,35,0,0,0,0
30,Female,White,Bachelors,Craft-repair,34,0,0,0,1
58,Male,White,Doctorate,Adm-clerical,38,0,0,1,1
34,Female,White,Bachelors,Exec-managerial,39,10145,0,1,1
26,Male,White,Masters,Exec-managerial,52,0,0,1,1
58,Male,White,HS-grad,Prof-specialty,59,18291,0,1,1
18,Female,White,Some-college,Prof-specialty,41,0,0,0,0
19,Male,White,Bachelors,Craft-repair,31,0,363,0,1
46,Female,White,Masters,Craft-repair,34,0,0,0,1
50,Male,Black,Bachelors,Adm-clerical,38,0,0,0,0
27,Male,White,Doctorate,Adm-clerical,29,0,0,1,1
57,Female,White,Some-college,Prof-specialty,28,0,0,0,0
38,Male,Black,Bachelors,Exec-managerial,60,0,0,1,1
45,Male,White,Some-college,Sales,43,0,0,0,0
28,Male,White,Masters,Other-service,31,0,0,1,1
51,Female,White,Bachelors,Other-service,48,0,0,1,1
25,Male,Black,HS-grad,Sales,28,0,0,0,0
39,Female,White,Bachelors,Craft-repair,29,0,0,0,1
25,Male,White,Doctorate,Other-service,31,0,0,1,1
32,Male,White,Some-college,Other-service,56,0,0,0,0
34,Female,White,Bachelors,Sales,37,0,0,0,1
40,Male,White,HS-grad,Sales,15,0,0,0,0
41,Male,White,Some-college,Prof-specialty,52,0,0,1,1
62,Female,White,Some-college,Exec-managerial,36,0,0,0,0
36,Female,White,HS-grad,Adm-clerical,21,0,0,0,0
22,Male,White,Some-college,Prof-specialty,36,12218,0,1,1
49,Male,White,HS-grad,Other-service,45,0,0,0,0
61,Female,White,HS-grad,Adm-clerical,44,0,0,0,0
18,Female,Amer-Indian-Eskimo,Some-college,Prof-specialty,57,0,3229,0,0
40,Female,White,HS-grad,Prof-specialty,31,0,0,0,0
54,Male,White,HS-grad,Sales,40,0,0,0,0
25,Female,Black,HS-grad,Adm-clerical,33,0,0,0,0
30,Male,White,Some-college,Prof-specialty,24,0,0,0,0
25,Male,White,Some-college,Sales,48,0,0,0,0
40,Male,White,HS-grad,Craft-repair,44,0,0,0,0
60,Male,White,HS-grad,Adm-clerical,42,4690,0,0,0
18,Male,Black,HS-grad,Prof-specialty,44,0,0,0,0
62,Male,White,Masters,Other-service,33,0,0,1,1
41,Male,White,Bachelors,Craft-repair,29,0,0,1,1
52,Female,White,Some-college,Sales,40,0,0,0,0
41,Male,White,HS-grad,Prof-specialty,51,0,0,0,0
34,Male,White,HS-grad,Other-service,56,0,0,0,0
22,Male,White,Bachelors,Sales,47,0,0,1,1
37,Male,White,Bachelors,Sales,40,1478,0,0,1
38,Male,White,Some-college,Other-service,42,0,0,0,0
57,Male,Black,HS-grad,Sales,40,0,0,0,0
48,Female,White,Bachelors,Adm-clerical,29,0,0,0,1
63,Female,White,HS-grad,Craft-repair,40,0,0,0,0
53,Female,White,HS-grad,Craft-repair,26,0,2607,0,0
28,Male,White,Bachelors,Exec-managerial,38,17213,0,1,1
32,Male,White,HS-grad,Prof-specialty,56,0,0,0,0
36,Male,White,HS-grad,Sales,48,0,0,0,0
24,Female,White,Masters,Prof-specialty,30,0,0,1,1
45,Male,White,HS-grad,Craft-repair,39,0,0,0,0
60,Male,Other,HS-grad,Craft-repair,31,0,0,0,0
22,Male,White,Some-college,Sales,39,0,0,0,0
22,Male,White,HS-grad,Adm-clerical,50,0,0,0,0
47,Female,White,HS-grad,Other-service,46,0,0,0,0
49,Female,White,Bachelors,Sales,64,0,0,0,1
25,Female,White,HS-grad,Sales,51,0,0,0,0
27,Male,Black,Some-college,Exec-managerial,42,0,0,0,0
55,Female,White,Bachelors,Other-service,46,0,2338,0,1
64,Male,White,Doctorate,Adm-clerical,37,0,0,1,1
49,Female,White,Bachelors,Prof-specialty,28,0,0,0,1
45,Male,Asian-Pac-Islander,HS-grad,Other-service,53,0,0,0,0
34,Male,White,Some-college,Adm-clerical,50,0,0,0,0
48,Female,White,HS-grad,Sales,37,0,0,0,0
25,Male,White,Masters,Sales,42,0,0,1,1
57,Female,White,Bachelors,Sales,52,0,0,0,1
42,Female,White,Doctorate,Sales,48,0,0,1,1
26,Male,White,Bachelors,Sales,25,0,0,1,0
19,Male,White,Some-college,Other-service,42,0,0,0,0
32,Male,White,Bachelors,Other-service,38,0,0,1,1
20,Female,Amer-Indian-Eskimo,Some-college,Other-service,51,0,0,0,0
53,Male,White,HS-grad,Adm-clerical,50,0,0,0,0
21,Male,Black,Doctorate,Sales,53,0,0,1,1
31,Male,White,HS-grad,Craft-repair,28,0,0,0,0
58,Male,White,Some-college,Other-service,32,0,0,0,0
58,Female,White,Bachelors,Craft-repair,51,0,0,0,1
42,Male,White,Bachelors,Exec-managerial,34,0,0,1,1
27,Male,White,HS-grad,Prof-specialty,24,0,0,0,0
38,Female,White,Bachelors,Other-service,45,0,0,1,1
53,Male,White,Bachelors,Craft-repair,34,0,0,0,0
29,Male,White,Some-college,Exec-managerial,57,0,0,0,1
44,Male,White,Some-college,Adm-clerical,42,0,0,0,0
57,Male,White,HS-grad,Prof-specialty,41,0,0,0,0
19,Male,White,Some-college,Sales,36,0,0,0,0
30,Female,White,HS-grad,Other-service,55,0,0,0,0
49,Female,White,HS-grad,Other-service,43,0,0,0,0
48,Female,Black,Doctorate,Sales,35,0,0,1,1
33,Female,Black,Masters,Adm-clerical,32,0,0,0,1
49,Male,White,Some-college,Prof-specialty,39,0,0,0,0
49,Male,White,HS-grad,Other-service,30,0,424,0,0
51,Male,White,Masters,Craft-repair,50,14460,0,1,1
28,Female,White,Bachelors,Prof-specialty,21,0,0,0,1
27,Female,White,Bachelors,Exec-managerial,38,12957,0,1,1
32,Male,White,Bachelors,Other-service,46,0,0,1,1
34,Male,White,Some-college,Adm-clerical,43,0,0,0,0
57,Male,White,Some-college,Craft-repair,32,0,0,0,0
35,Male,White,Some-college,Prof-specialty,46,0,0,0,1
26,Female,White,HS-grad,Prof-specialty,31,0,0,0,0
42,Male,White,HS-grad,Craft-repair,39,0,0,0,0
57,Female,White,Bachelors,Exec-managerial,46,0,0,1,1
31,Male,White,HS-grad,Exec-managerial,44,0,0,0,0
42,Female,White,HS-grad,Prof-specialty,33,17066,0,0,1
39,Female,White,Some-college,Sales,51,4958,0,0,0
47,Female,White,HS-grad,Craft-repair,40,16566,0,0,0
37,Male,White,Bachelors,Other-service,47,0,0,1,1
38,Male,White,Bachelors,Exec-managerial,55,0,0,1,1
61,Male,White,Bachelors,Other-service,51,0,0,1,1
49,Male,White,HS-grad,Exec-managerial,51,0,0,0,0
63,Male,Black,Some-college,Exec-managerial,41,0,0,0,0
38,Female,White,Masters,Adm-clerical,47,0,0,1,1
52,Male,Amer-Indian-Eskimo,Some-college,Other-service,42,0,0,0,0
49,Male,White,HS-grad,Sales,27,0,0,0,0
47,Male,Black,HS-grad,Exec-managerial,43,0,0,0,0
56,Female,White,Bachelors,Sales,42,0,0,0,0
29,Female,White,Some-college,Prof-specialty,45,0,0,0,0
58,Male,White,Some-college,Prof-specialty,38,0,0,0,0
64,Male,White,Bachelors,Adm-clerical,32,0,0,1,1
35,Female,White,HS-grad,Sales,46,0,0,0,0
38,Female,White,HS-grad,Craft-repair,26,0,0,0,0
30,Male,Black,Masters,Adm-clerical,54,0,0,1,1
38,Female,White,Some-college,Exec-managerial,37,0,0,0,0
25,Female,White,Masters,Prof-specialty,42,0,0,1,1
63,Male,White,HS-grad,Prof-specialty,45,0,0,0,0
57,Male,White,Bachelors,Craft-repair,45,0,0,1,1
63,Male,White,Bachelors,Adm-clerical,25,0,0,1,1
24,Male,White,Bachelors,Sales,48,0,0,1,1
40,Male,White,Bachelors,Prof-specialty,43,0,0,1,1
61,Male,Black,Doctorate,Exec-managerial,33,0,0,1,1
49,Male,White,Doctorate,Craft-repair,32,0,0,1,1
28,Male,White,Bachelors,Craft-repair,36,0,0,0,1
39,Male,White,Some-college,Other-service,27,0,0,0,0
39,Male,White,Bachelors,Craft-repair,57,0,0,1,1
60,Male,White,HS-grad,Exec-managerial,54,0,0,0,1
42,Male,White,Bachelors,Craft-repair,44,0,0,0,1
39,Male,White,HS-grad,Sales,37,0,0,0,0
45,Male,White,HS-grad,Other-service,38,0,0,0,0
46,Female,White,HS-grad,Sales,47,4701,1234,0,0
30,Male,White,HS-grad,Adm-clerical,57,0,0,0,0
35,Female,White,Some-college,Adm-clerical,34,0,0,0,0
19,Male,White,Bachelors,Sales,28,0,3695,1,1
46,Male,White,Bachelors,Exec-managerial,55,0,0,1,1
38,Male,White,Bachelors,Other-service,22,0,0,0,0
32,Male,White,Masters,Adm-clerical,29,0,0,1,1
44,Female,Black,Bachelors,Craft-repair,37,0,0,0,0
48,Female,White,Some-college,Sales,24,0,0,0,0
32,Female,Black,HS-grad,Prof-specialty,51,0,0,0,0
40,Male,White,HS-grad,Exec-managerial,48,0,0,0,0
41,Male,White,Masters,Exec-managerial,34,0,0,1,1
61,Male,Asian-Pac-Islander,Bachelors,Sales,52,0,0,1,1
30,Male,White,Bachelors,Prof-specialty,54,0,0,1,1
39,Male,White,HS-grad,Exec-managerial,38,0,0,0,0
60,Female,White,Masters,Other-service,35,0,0,1,1
54,Female,Black,Bachelors,Adm-clerical,62,0,0,0,1
50,Male,White,Bachelors,Other-service,47,0,0,1,1
20,Male,White,Some-college,Prof-specialty,42,17578,0,1,1
36,Male,White,Bachelors,Other-service,53,0,0,1,1
40,Female,Amer-Indian-Eskimo,Some-college,Craft-repair,43,0,0,0,0
46,Male,White,Some-college,Adm-clerical,34,0,0,0,0
47,Female,White,HS-grad,Prof-specialty,40,0,0,0,0
56,Female,White,Bachelors,Sales,50,0,0,1,1
61,Male,White,Bachelors,Exec-managerial,20,0,0,1,1
64,Male,White,Masters,Adm-clerical,37,0,0,1,1
42,Male,White,Masters,Sales,53,0,0,1,1
54,Female,White,Some-college,Prof-specialty,34,0,0,0,0
64,Male,White,Some-college,Craft-repair,55,0,0,0,0
25,Female,White,Masters,Exec-managerial,54,0,0,1,1
59,Male,White,Bachelors,Exec-managerial,39,0,0,1,1
33,Female,White,Bachelors,Adm-clerical,34,0,0,0,0
25,Male,White,Some-college,Sales,37,0,0,0,0
18,Male,White,Bachelors,Prof-specialty,66,0,0,1,1
61,Female,Black,Bachelors,Prof-specialty,58,0,0,0,1
22,Female,White,Doctorate,Sales,41,0,0,1,1
20,Female,White,HS-grad,Exec-managerial,33,14029,0,0,0
18,Male,White,Some-college,Sales,41,0,0,0,0
21,Female,White,Masters,Other-service,42,0,0,1,1
57,Female,Black,Bachelors,Prof-specialty,27,2585,0,0,1
52,Male,Black,Some-college,Sales,40,0,0,0,0
49,Female,White,HS-grad,Exec-managerial,53,0,0,0,0
59,Male,White,HS-grad,Adm-clerical,22,0,0,0,0
51,Female,White,HS-grad,Other-service,48,0,0,0,0
60,Male,White,Bachelors,Exec-managerial,53,0,0,1,1
42,Female,White,HS-grad,Craft-repair,34,0,0,0,0
27,Male,White,Bachelors,Craft-repair,56,0,0,1,1
38,Male,White,HS-grad,Sales,33,0,0,0,0
63,Male,White,HS-grad,Exec-managerial,44,0,0,0,0
56,Male,White,Some-college,Exec-managerial,36,0,0,1,1
44,Male,White,Some-college,Prof-specialty,36,12971,3918,1,1
44,Male,White,Bachelors,Adm-clerical,33,0,0,0,1
19,Female,White,HS-grad,Other-service,46,10787,0,0,0
58,Female,White,HS-grad,Exec-managerial,48,0,0,0,0
30,Female,White,Bachelors,Other-service,39,0,3974,0,0
26,Female,White,Some-college,Sales,26,0,0,0,0
53,Male,White,Doctorate,Prof-specialty,44,0,0,1,1
39,Male,White,Bachelors,Other-service,44,0,0,0,1
59,Male,Black,HS-grad,Other-service,37,0,0,0,0
43,Male,White,Bachelors,Other-service,58,0,0,0,1
29,Female,White,Masters,Other-service,24,0,0,1,1
34,Male,White,Bachelors,Other-service,17,0,0,0,1
31,Female,Black,Some-college,Prof-specialty,32,0,0,0,0
31,Male,White,Some-college,Sales,47,0,0,0,0
51,Female,White,HS-grad,Other-service,29,0,0,0,0
37,Male,White,Masters,Other-service,30,0,0,1,1
28,Male,White,Some-college,Sales,49,18671,0,1,1
33,Female,White,Masters,Exec-managerial,44,0,0,1,1
48,Male,White,Bachelors,Exec-managerial,43,0,0,1,1
23,Female,White,HS-grad,Prof-specialty,47,0,0,0,0
36,Male,White,Some-college,Prof-specialty,35,0,0,0,0
54,Male,White,Masters,Adm-clerical,36,0,0,1,1
21,Female,Black,Masters,Prof-specialty,48,0,0,1,1
64,Male,White,Some-college,Sales,26,0,0,0,0
21,Female,White,Some-college,Other-service,18,0,0,0,0
37,Male,White,Some-college,Sales,35,0,0,0,0
27,Male,Black,Bachelors,Adm-clerical,49,0,0,1,1
41,Male,White,HS-grad,Craft-repair,42,0,0,0,0
52,Male,White,Doctorate,Craft-repair,48,0,0,1,1
43,Male,White,Some-college,Sales,19,0,0,0,0
54,Male,White,Masters,Craft-repair,43,0,0,1,1
55,Male,White,Bachelors,Craft-repair,46,0,0,1,1
38,Female,White,Some-college,Adm-clerical,26,0,0,0,0
57,Female,White,Doctorate,Other-service,48,0,0,1,1
56,Male,White,Bachelors,Prof-specialty,38,0,0,1,1
38,Male,White,HS-grad,Prof-specialty,70,0,0,0,0
27,Male,White,Bachelors,Craft-repair,18,0,0,1,1
55,Male,Black,HS-grad,Exec-managerial,53,0,0,0,0
63,Male,Black,Bachelors,Adm-clerical,36,0,0,0,0
21,Male,White,HS-grad,Other-service,23,0,0,0,0
62,Female,Asian-Pac-Islander,HS-grad,Other-service,34,0,0,0,0
37,Female,White,Masters,Craft-repair,42,0,0,1,1
34,Male,White,Masters,Exec-managerial,50,0,3839,1,1
24,Male,Black,Some-college,Exec-managerial,57,0,0,0,0
21,Female,White,Bachelors,Other-service,54,0,0,0,1
46,Male,White,Bachelors,Adm-clerical,30,0,0,0,1
31,Female,White,Some-college,Prof-specialty,51,0,0,1,0
20,Female,White,Bachelors,Other-service,43,0,0,0,0
41,Male,White,Some-college,Other-service,33,0,0,0,0
54,Male,White,Some-college,Sales,37,0,0,0,0
33,Female,Black,HS-grad,Exec-managerial,32,0,0,0,0
21,Female,White,Some-college,Sales,40,0,0,0,0
41,Male,White,Bachelors,Sales,32,0,0,1,1
51,Female,Black,HS-grad,Adm-clerical,29,0,0,0,0
47,Male,White,Masters,Other-service,44,6993,0,1,1
35,Male,White,HS-grad,Prof-specialty,46,0,0,0,0
36,Female,White,Some-college,Adm-clerical,38,0,0,0,0
48,Female,White,Bachelors,Exec-managerial,53,0,0,1,1
36,Male,White,HS-grad,Prof-specialty,37,7131,0,0,1
63,Female,White,Masters,Other-service,36,0,0,1,1
36,Male,White,Masters,Craft-repair,46,0,0,1,1
39,Male,White,HS-grad,Prof-specialty,38,0,0,0,0
41,Male,White,HS-grad,Adm-clerical,40,0,0,0,0
62,Male,White,Some-college,Adm-clerical,14,0,0,0,0
29,Male,White,Bachelors,Sales,40,0,0,1,1
47,Male,White,Some-college,Other-service,21,16997,0,0,0
55,Female,White,Masters,Craft-repair,27,0,0,1,1
48,Female,Asian-Pac-Islander,Some-college,Other-service,26,0,0,0,0
53,Male,White,Doctorate,Prof-specialty,29,0,0,1,1
36,Male,Black,Bachelors,Craft-repair,34,0,0,0,0
62,Male,White,Masters,Other-service,35,0,0,1,1
53,Female,Black,Some-college,Sales,46,0,0,0,0
47,Male,White,HS-grad,Craft-repair,42,0,0,0,0
50,Male,White,Some-college,Craft-repair,20,3723,0,0,0
35,Male,White,HS-grad,Prof-specialty,40,0,0,0,0
45,Male,White,Bachelors,Craft-repair,43,0,0,0,1
64,Male,White,HS-grad,Sales,36,0,0,0,0
28,Female,White,Some-college,Exec-managerial,39,0,0,0,0
62,Female,White,HS-grad,Exec-managerial,41,0,0,0,0
50,Male,White,Some-college,Adm-clerical,47,15889,0,1,1
34,Male,White,Some-college,Exec-managerial,24,0,0,0,0
23,Male,White,HS-grad,Prof-specialty,37,0,0,0,0
21,Female,White,Bachelors,Adm-clerical,55,0,0,1,1
37,Male,White,Doctorate,Exec-managerial,54,0,0,1,1
64,Male,White,HS-grad,Exec-managerial,48,0,0,0,1
44,Male,White,Some-college,Adm-clerical,45,0,0,0,0
32,Male,White,HS-grad,Prof-specialty,56,0,0,0,0
23,Male,White,HS-grad,Adm-clerical,59,0,0,0,0
64,Male,White,Some-college,Prof-specialty,38,0,0,0,0
31,Male,White,HS-grad,Prof-specialty,30,0,0,0,0
28,Male,White,HS-grad,Other-service,37,0,3113,0,0
56,Male,Asian-Pac-Islander,HS-grad,Sales,70,0,0,0,0
26,Male,White,HS-grad,Exec-managerial,24,0,0,0,0
43,Male,White,HS-grad,Other-service,35,0,0,0,0
33,Male,White,Some-college,Exec-managerial,25,0,0,0,1
22,Male,White,HS-grad,Other-service,41,0,0,0,0
27,Female,White,HS-grad,Craft-repair,27,0,0,0,0
20,Male,White,Masters,Adm-clerical,38,0,0,1,1
30,Male,Black,HS-grad,Other-service,20,0,0,0,0
60,Male,Black,HS-grad,Sales,46,0,0,0,0
47,Male,White,Some-college,Exec-managerial,52,6848,0,1,1
62,Male,White,Doctorate,Craft-repair,36,0,0,1,1
23,Female,White,Masters,Sales,38,0,0,1,1
34,Male,White,Masters,Prof-specialty,38,0,0,1,1
62,Male,Black,Bachelors,Exec-managerial,41,0,0,0,1
36,Female,White,Masters,Other-service,39,0,0,0,1
59,Female,White,HS-grad,Adm-clerical,47,0,0,0,0
52,Female,White,HS-grad,Sales,52,0,0,0,0
63,Female,White,HS-grad,Craft-repair,31,0,0,0,0
43,Female,Black,Bachelors,Adm-clerical,36,0,0,0,0
22,Male,White,Bachelors,Prof-specialty,49,0,0,1,1
46,Male,White,Some-college,Adm-clerical,25,0,0,0,0
54,Male,White,HS-grad,Craft-repair,20,0,0,0,0
37,Female,White,HS-grad,Prof-specialty,42,0,0,0,0
38,Female,White,Bachelors,Craft-repair,44,0,0,0,0
27,Male,White,Bachelors,Exec-managerial,32,0,0,1,1
22,Male,White,Doctorate,Craft-repair,34,0,0,1,1
53,Female,Black,HS-grad,Adm-clerical,32,0,0,0,0
23,Female,White,HS-grad,Exec-managerial,31,0,0,0,0
43,Male,White,Bachelors,Exec-managerial,46,0,0,1,1
21,Female,White,Doctorate,Sales,28,0,0,1,1
56,Male,White,Bachelors,Adm-clerical,37,0,0,1,1
56,Male,White,Bachelors,Adm-clerical,30,0,1678,0,1
52,Male,Black,HS-grad,Prof-specialty,25,0,0,0,0
18,Male,White,HS-grad,Craft-repair,48,0,0,0,0
41,Male,White,Bachelors,Other-service,34,0,0,1,0
53,Female,White,Masters,Craft-repair,41,0,0,1,1
23,Female,White,Masters,Adm-clerical,24,0,0,1,1
58,Female,Black,Some-college,Craft-repair,32,0,0,0,0
63,Male,White,HS-grad,Adm-clerical,47,0,0,0,0
61,Male,Black,Bachelors,Exec-managerial,65,0,0,1,1
48,Male,Black,HS-grad,Craft-repair,20,0,0,0,0
37,Male,White,Some-college,Craft-repair,37,0,0,0,0
41,Male,White,Masters,Adm-clerical,44,0,0,1,1
42,Male,Black,Doctorate,Adm-clerical,33,0,0,1,1
53,Male,White,Bachelors,Prof-specialty,48,0,0,1,1
38,Female,White,HS-grad,Craft-repair,31,0,0,0,0
47,Male,White,Bachelors,Sales,41,0,0,1,1
41,Female,White,Masters,Adm-clerical,34,0,0,1,1
61,Male,White,Some-college,Sales,52,0,0,0,0
59,Female,White,Some-college,Exec-managerial,33,0,0,0,0
47,Male,White,HS-grad,Exec-managerial,36,0,0,0,0
39,Male,Black,HS-grad,Sales,49,0,0,0,0
45,Male,White,Some-college,Other-service,29,0,0,0,0
24,Female,White,Masters,Exec-managerial,40,0,0,1,1
52,Male,White,Bachelors,Sales,21,0,0,1,1
45,Male,White,HS-grad,Prof-specialty,29,14187,0,0,0
31,Female,White,Bachelors,Prof-specialty,43,0,0,0,1
27,Male,White,HS-grad,Exec-managerial,30,0,838,0,0
33,Male,White,HS-grad,Sales,34,0,0,0,0
33,Male,White,Masters,Sales,44,0,0,1,1
48,Male,White,HS-grad,Sales,34,0,0,0,0
59,Male,Asian-Pac-Islander,Bachelors,Other-service,48,4378,0,1,1
42,Male,White,HS-grad,Exec-managerial,42,0,0,0,0
30,Male,Black,Some-college,Other-service,44,0,0,0,0
23,Male,Black,Masters,Sales,52,0,0,1,1
61,Female,White,HS-grad,Adm-clerical,43,0,0,0,0
26,Male,White,Some-college,Sales,55,0,2470,0,0
62,Male,White,Some-college,Adm-clerical,49,0,0,0,0
53,Male,Black,Bachelors,Prof-specialty,34,0,0,1,1
60,Male,White,Bachelors,Adm-clerical,52,0,0,1,1
37,Male,White,Doctorate,Prof-specialty,42,0,0,1,1
35,Male,White,Some-college,Exec-managerial,36,0,0,0,0
60,Male,White,Some-college,Other-service,42,0,0,0,0
38,Female,White,Some-college,Other-service,51,0,0,0,0
21,Male,White,Masters,Prof-specialty,44,0,0,1,1
50,Male,White,HS-grad,Prof-specialty,58,0,0,0,0
44,Male,White,Bachelors,Sales,50,12768,0,1,1
24,Male,White,Bachelors,Craft-repair,45,0,0,1,1
23,Female,White,HS-grad,Prof-specialty,29,0,0,0,0
32,Male,White,Masters,Adm-clerical,38,0,0,1,1
35,Male,White,Masters,Exec-managerial,40,0,0,1,1
49,Female,White,Doctorate,Other-service,46,0,0,1,1
28,Male,Amer-Indian-Eskimo,HS-grad,Adm-clerical,46,0,0,0,0
37,Male,White,Masters,Other-service,41,0,3547,1,1
41,Male,White,Bachelors,Exec-managerial,41,0,0,1,1
32,Male,White,HS-grad,Adm-clerical,47,0,0,0,0
24,Male,White,Some-college,Other-service,31,0,0,0,0
38,Male,White,Masters,Prof-specialty,56,0,0,1,1
59,Male,White,Some-college,Craft-repair,19,0,0,0,0
43,Male,White,HS-grad,Prof-specialty,54,18770,0,1,1
61,Male,White,HS-grad,Other-service,39,0,0,0,0
31,Female,White,HS-grad,Sales,50,0,0,0,0
54,Male,White,HS-grad,Adm-clerical,43,0,0,0,0
38,Female,White,Some-college,Craft-repair,43,0,0,0,0
35,Male,White,Masters,Adm-clerical,45,0,0,1,1
22,Female,White,Some-college,Sales,48,0,0,0,0
20,Male,Black,Bachelors,Sales,36,0,0,0,0
40,Male,White,Some-college,Sales,50,0,0,0,0
43,Female,White,Bachelors,Other-service,29,0,0,0,1
54,Female,White,Some-college,Prof-specialty,39,0,0,0,0
41,Male,White,HS-grad,Other-service,48,0,0,0,0
36,Male,White,HS-grad,Prof-specialty,49,0,0,0,1
42,Male,White,HS-grad,Craft-repair,44,0,0,0,0
38,Female,White,Some-college,Sales,36,0,0,0,0
29,Male,White,Bachelors,Prof-specialty,48,0,0,1,1
58,Male,White,HS-grad,Exec-managerial,33,0,0,0,0
50,Female,White,Some-college,Exec-managerial,57,0,0,0,1
21,Female,White,HS-grad,Prof-specialty,39,15284,0,0,0
59,Male,White,Bachelors,Craft-repair,24,0,0,1,1
24,Male,White,HS-grad,Adm-clerical,28,0,0,0,0
39,Female,Black,HS-grad,Other-service,40,0,1697,0,0
50,Male,White,Some-college,Sales,41,0,0,0,0
34,Female,White,Some-college,Prof-specialty,59,0,0,0,0
41,Male,White,HS-grad,Craft-repair,29,13859,0,0,0
51,Male,White,Some-college,Other-service,40,0,0,0,0
45,Male,White,HS-grad,Adm-clerical,29,0,0,0,0
60,Male,Black,Bachelors,Craft-repair,35,0,0,0,0
58,Female,White,HS-grad,Adm-clerical,56,14096,0,0,0
56,Male,White,HS-grad,Exec-managerial,28,15202,0,0,1
39,Female,White,Bachelors,Other-service,45,2023,3267,0,1
34,Male,White,Some-college,Other-service,43,0,0,0,0
51,Male,White,Some-college,Adm-clerical,39,0,0,0,0
23,Male,White,HS-grad,Exec-managerial,45,0,0,1,0
63,Male,White,Masters,Sales,28,0,0,1,1
23,Male,White,Doctorate,Prof-specialty,56,0,0,1,1
51,Female,White,Some-college,Exec-managerial,59,0,0,0,1
18,Female,Asian-Pac-Islander,Some-college,Craft-repair,40,0,0,0,0
27,Male,White,HS-grad,Adm-clerical,64,0,0,0,0
38,Male,White,Some-college,Other-service,36,4983,0,0,0
22,Male,White,Masters,Craft-repair,44,0,0,1,1
19,Female,White,Masters,Other-service,54,0,0,1,1
39,Female,Black,Bachelors,Exec-managerial,35,0,0,0,1
19,Female,Black,Bachelors,Other-service,26,0,0,0,0
27,Male,White,HS-grad,Other-service,23,0,0,0,0
51,Male,White,HS-grad,Other-service,60,0,0,0,0
33,Male,White,Bachelors,Other-service,34,0,0,1,0
56,Male,White,Doctorate,Craft-repair,38,0,0,1,1
39,Female,White,Bachelors,Adm-clerical,28,0,0,0,0
29,Male,White,Masters,Prof-specialty,49,0,0,1,1
41,Female,White,HS-grad,Craft-repair,32,0,3291,0,0
64,Female,Black,Some-college,Sales,35,0,0,0,0
57,Female,White,HS-grad,Adm-clerical,42,0,0,0,0
55,Female,White,Bachelors,Adm-clerical,29,0,0,0,0
27,Male,Black,Masters,Sales,38,0,0,1,1
52,Female,White,Some-college,Exec-managerial,54,19624,0,1,1
49,Male,White,Some-college,Sales,44,0,0,0,0
24,Male,White,HS-grad,Exec-managerial,41,0,0,0,0
38,Female,White,HS-grad,Prof-specialty,42,0,0,0,0
37,Male,Amer-Indian-Eskimo,Some-college,Exec-managerial,36,0,0,0,0
43,Female,White,Bachelors,Prof-specialty,59,0,0,1,1
21,Female,White,Masters,Prof-specialty,31,0,0,1,1
63,Female,White,HS-grad,Other-service,42,0,0,0,0
39,Male,Black,Bachelors,Other-service,41,0,0,0,0
32,Female,Black,HS-grad,Sales,50,17984,1976,0,0
57,Male,White,HS-grad,Prof-specialty,51,0,0,0,1
38,Female,White,Masters,Exec-managerial,39,0,0,1,1
32,Male,White,Some-college,Craft-repair,42,0,0,0,0
39,Female,White,HS-grad,Other-service,43,0,0,0,0
45,Male,White,Some-college,Adm-clerical,17,0,0,0,0
31,Male,White,Bachelors,Adm-clerical,24,0,0,1,1
44,Male,White,HS-grad,Exec-managerial,33,0,0,0,0
58,Male,White,Bachelors,Other-service,34,0,0,0,1
57,Female,White,Some-college,Craft-repair,28,0,0,0,0
45,Male,Black,Some-college,Prof-specialty,47,0,0,0,0
43,Male,White,Masters,Other-service,40,0,0,1,1
19,Male,White,Some-college,Exec-managerial,37,0,0,0,0
42,Male,Other,Masters,Prof-specialty,27,0,3624,1,1
20,Male,White,Some-college,Other-service,39,0,3472,0,0
25,Female,White,Doctorate,Sales,13,0,0,1,1
61,Male,White,Some-college,Craft-repair,38,0,0,0,0
50,Male,White,HS-grad,Adm-clerical,40,0,0,0,0
59,Male,White,Bachelors,Exec-managerial,42,0,0,1,1
52,Male,White,HS-grad,Adm-clerical,24,0,0,0,0
23,Male,White,Bachelors,Prof-specialty,42,0,0,0,1
56,Male,White,Masters,Prof-specialty,29,0,0,1,1
